file_id	md5	size	urls	sample_id
596fc2de57601ec08a01fdee59b78db3	4ded38a52bb60045b39636af2d64e00a	711858347	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmwgsqc/v2/SRS014107.tar.bz2,s3://nih-hmp-hhs/hmwgsqc2/SRS014107.tar.bz2	faab18e1a137731cffda8825602955a9
596fc2de57601ec08a01fdee599e8cee	4ded38a52bb60045b39636af2d64e00a	10010015	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmwgsqc/v1/SRS014107.tar.bz2,s3://nih-hmp-hhs/hmasm/SRS014107.scaffolds.fa.bz2	faab18e1a137731cffda8825602955a9
596fc2de57601ec08a01fdee59b62046	1f10a6d475fbf7b094f0bde2016963ab	3027568431	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmwgsqc/v2/SRS013533.tar.bz2,s3://nih-hmp-hhs/hmwgsqc2/SRS013533.tar.bz2	faab18e1a137731cffda8825602651a7
596fc2de57601ec08a01fdee599df09b	1f10a6d475fbf7b094f0bde2016963ab	45334049	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmwgsqc/v1/SRS013533.tar.bz2,s3://nih-hmp-hhs/hmasm/SRS013533.scaffolds.fa.bz2	faab18e1a137731cffda8825602651a7
596fc2de57601ec08a01fdee59b648f8	7ca1b900933017e79ab82f871b620b7d	1373171719	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmwgsqc/v2/SRS1041117.tar.bz2,s3://nih-hmp-hhs/hmwgsqc2/SRS1041117.tar.bz2	faab18e1a137731cffda8825602651a7
596fc2de57601ec08a01fdee59bdee2d	c8bcb7ee44ae544440233500d9c82e29	5341715792	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmwgsqc/v2/SRS016342.tar.bz2,s3://nih-hmp-hhs/hmwgsqc2/SRS016342.tar.bz2	faab18e1a137731cffda8825603c8794
596fc2de57601ec08a01fdee59a2c8e9	c8bcb7ee44ae544440233500d9c82e29	24894719	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmwgsqc/v1/SRS016342.tar.bz2,s3://nih-hmp-hhs/hmasm/SRS016342.scaffolds.fa.bz2	faab18e1a137731cffda8825603c8794
596fc2de57601ec08a01fdee59fdf101	ba39cc8ac2f034adfa2b61989f114f0c	8736251648	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmwgsqc/v2/SRS149973.tar.bz2,s3://nih-hmp-hhs/hmwgsqc2/SRS149973.tar.bz2	596fc2de57601ec08a01fdee594f72f3
596fc2de57601ec08a01fdee599ef897	47dcb8d6485d9a7b5a1998b1c2270977	11361631	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmwgsqc/v1/SRS014473.tar.bz2,s3://nih-hmp-hhs/hmasm/SRS014473.scaffolds.fa.bz2	faab18e1a137731cffda8825602bf201
596fc2de57601ec08a01fdee59b83ffa	47dcb8d6485d9a7b5a1998b1c2270977	3873220342	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmwgsqc/v2/SRS014473.tar.bz2,s3://nih-hmp-hhs/hmwgsqc2/SRS014473.tar.bz2	faab18e1a137731cffda8825602bf201
596fc2de57601ec08a01fdee59b5a6d3	70a6cd73685c2b3dafbef48608d69606	6540431245	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmwgsqc/v2/SRS013164.tar.bz2,s3://nih-hmp-hhs/hmwgsqc2/SRS013164.tar.bz2	faab18e1a137731cffda88256022738b
